GeneID	logFC
SLC6A2	8.280359988
ZNF439	8.280359988
ALPK1	-8.264090847
CLDN23	-8.264090847
CXCL10	-8.264090847
FAM196B	-8.264090847
GBP5	-8.264090847
NEK10	-8.264090847
PRKAA2	-8.264090847
RP11-513I15.6	-8.264090847
HMCN1	-8.229439884
P2RY6	-8.229439884
ITGB2	4.277609552
TMEM132A	-3.275430824
ARG2	3.444436031
RBFADN	5.621141827
C9orf24	-5.351224255
TSPAN15	3.330328894
C9orf169	-3.722911719
GALE	-3.722911719
SYNGR3	3.482181975
IL15	-3.624205824
ZYX	-3.270057906
KIAA1522	-3.285559602
LRRTM2	3.833974593
DZIP3	4.25562116
APOBEC3B	-3.466426594
PSMD5	-3.445453587
MAP2	-3.513204484
COL1A1	3.584162936
OXCT2	4.130065611
RAB11FIP5	-3.305407617
AFAP1L1	-4.326307477
ENO3	3.477819703
BLZF1	-3.521545916
SLC43A2	3.323268185
FAM72D	3.463572526
CACNG8	8.238676283
CTD-2532D12.4	8.238676283
GFPT2	8.238676283
GPR150	8.238676283
KCNG4	8.238676283
RBM20	8.238676283
RPL3L	8.238676283
ZDHHC11	8.238676283
RP11-1002K11.1	-8.193936142
RP11-274B21.9	-8.193936142
GRIP2	4.021345197
CTSO	-3.396281989
FAM102A	-3.264856392
HEY1	3.582151446
ARHGDIG	3.40176455
TLN1	-3.241499429
ERGIC1	-3.23940583
ACBD7	3.809544932
SLC34A3	-4.136489173
CNPY4	-3.714658304
TMEM178A	4.941627477
SLC19A2	-3.310111763
SH3BP5	3.258601648
TTYH1	4.609804962
KCNIP3	4.210612706
PCBP4	3.219734322
ZNF571-AS1	5.557172086
CPED1	-5.270511151
DSC1	-5.270511151
NAV2	-3.243230185
OSBP2	3.284521014
RABGEF1	-3.28843752
ORAI3	-3.657029267
GPR137C	3.921588487
FBXL7	-3.419775772
CHRND	8.195752288
CUX2	8.195752288
LAPTM5	8.195752288
PVRL4	8.195752288
RP11-60L3.1	8.195752288
THPO	8.195752288
ZBTB37	8.195752288
ZNF221	8.195752288
AMTN	-8.157536585
PTPRU	3.227689139
SUMF2	-3.235510338
PPT2	3.276013638
CDK6	-3.243720412
RNH1	-3.206872191
UBL3	-3.264751793
IQSEC3	4.914717239
TRO	-4.644481364
RP3-416H24.1	-4.494083426
SPDL1	-3.307222729
METTL8	-4.096276581
TMEM150A	-4.096276581
PLOD1	-3.209344813
GNAZ	3.281482752
RFTN1	-4.252410825
RASL11A	3.967649289
ADRB1	5.524091115
CD52	5.524091115
12-Sep	5.524091115
NLGN1	-5.242571141
RP11-582J16.3	-5.242571141
B4GALT1	-3.210373115
GCHFR	3.320899036
PBRM1	3.489450557
TSPAN4	-3.19791074
PLIN4	3.260306769
USP51	4.164154759
UNC5B	3.234593592
C19orf77	4.887295495
GPR98	3.389423355
CYP2R1	-3.4850133
PPAP2A	-3.464938415
CCDC181	8.151511925
CTB-50L17.14	8.151511925
ELSPBP1	8.151511925
LINC00617	8.151511925
LINC00925	8.151511925
RP1-27O5.3	8.151511925
TMEM132C	8.151511925
ZNF415	8.151511925
ABCA13	-8.120194836
ATF7IP2	-8.120194836
OR2A1	-8.120194836
RP11-424G14.1	-8.120194836
TMEM117	-8.120194836
TMSB4Y	-8.120194836
C10orf118	-3.406856739
DUSP6	-3.310346908
OGDHL	3.826417569
TUBB6	-3.164579113
WWC2	-3.25504049
HSD17B11	-3.845988707
UNC45A	-3.205240944
UPP1	-3.208309669
ZNF141	3.652445674
SRPK3	3.546606032
LGR5	4.859342421
SLC40A1	4.859342421
CDH10	-4.575370322
PLD1	-4.575370322
LRRN1	-3.236739892
RBPMS	-3.439379719
DLG4	3.183909975
CPM	-3.930706153
FSTL4	3.811169036
ZNF253	3.44844524
PIK3R3	3.235770098
FAM117A	3.282617836
AKT1S1	-3.159984661
KLF13	3.185732213
KDELR3	-3.3654589
DMTN	-3.232031722
TMCC2	3.186945061
ZNF506	4.5153431
PHACTR2	-3.231699104
TIMP3	-3.17583494
AC004540.5	8.105871894
FAM208B	8.105871894
GALNTL6	8.105871894
HNF4A	8.105871894
HOTAIRM1	8.105871894
LMX1B	8.105871894
LRRTM1	8.105871894
NR4A2	8.105871894
ZNF385B	8.105871894
HHIPL2	-8.081860818
PHEX	-8.081860818
ZSWIM8-AS1	-8.081860818
FAM214A	-3.587545728
GULP1	-3.822555848
ASIC2	-3.337389307
ARL15	-5.185013467
AMOTL2	-3.140113878
NUAK1	-3.182160088
CAMK2N1	-3.578620861
KLHL21	-3.133234114
ZNF711	3.465796611
NTN1	3.838281307
TMCO4	-3.904974548
DTX3L	-3.264469276
ABHD8	-3.231706633
RPS6KA4	-3.136771918
MAFA	3.457032418
FBXO33	-3.315671113
PPP2R3A	-3.390359843
FOXD1	-3.128177892
DAGLA	-3.321689162
TMEM2	-3.260714224
LARGE	-3.248283546
ABHD4	-3.166539997
DLGAP1-AS2	-4.012324097
MEIS3	3.223811144
ZNF135	3.492611879
ARHGEF3	-3.224353325
GPR157	-4.527385671
AGAP2	5.420037866
FAM132B	5.420037866
EDN1	-5.155349961
ACTN4	-3.105081629
RAB26	3.333633
TMEM179B	-3.216756221
RAB13	-3.144662578
HIC2	3.143846931
AC074289.1	8.058740728
ARHGAP19-SLIT1	8.058740728
C5orf49	8.058740728
CA7	8.058740728
GOLGA6C	8.058740728
GSC	8.058740728
HOXA2	8.058740728
RP11-196G11.1	8.058740728
RP11-989E6.3	8.058740728
ZDBF2	8.058740728
GPR156	-8.042480353
GPR39	-8.042480353
KCNH5	-8.042480353
RP11-750H9.5	-8.042480353
TRIM34	-8.042480353
EIF5A2	-3.235578381
ARHGEF12	-3.13193093
PARP3	-3.181748083
UBA1	-3.10800893
HIVEP3	3.259306681
MICA	-3.232988856
ZNF562	3.201600779
LEPROT	-3.158159033
TXN	-3.108233804
PCYT1A	-3.13037941
GCLM	-3.125914863
LPHN2	3.256789401
PANX2	-3.111386087
ARFGAP1	-3.098913429
ACO1	-3.144327868
RALGPS1	3.421433328
STPG1	-3.236439649
ZNF217	-3.172148771
SNX7	-3.328318802
RTEL1-TNFRSF6B	-3.304638462
LITAF	-3.136705157
S100A2	-3.176241347
KLF4	-3.162941594
WBP4	-3.285936904
PTGES3L	4.465686773
RP11-435B5.4	4.066494517
CHRNA7	3.208860139
PLA2G15	-3.133911124
KLHL41	5.383616135
RP11-715J22.6	5.383616135
LINC00842	-5.125063711
RASAL2	-3.112093346
PARD3B	-3.852092182
F2R	-3.08758153
LAMP2	-3.088377196
NDRG2	3.155996155
AP001626.2	8.010017691
C1orf111	8.010017691
DMRT3	8.010017691
DUOX1	8.010017691
ZNF560	8.010017691
COL4A6	-8.001994703
RASSF9	-8.001994703
RP4-639F20.1	-8.001994703
HIC1	-3.134129593
RGS5	-4.125689826
SPRY4	3.833993756
KIAA1715	-3.171238067
MLK4	-3.500676125
HIST2H4A	3.279457961
CHRNA9	4.440202623
ANXA6	-3.087443861
GLB1	-3.078040313
FNDC3B	-3.104595894
MBD2	-3.106652384
ARHGEF28	-3.142247661
SRCIN1	3.584899374
RASSF8	-3.724822136
ZNF625-ZNF20	3.659195256
AGRN	-3.045576517
INPP5J	3.210413339
NOG	-5.094128009
RNLS	-5.094128009
TLL1	-5.094128009
MAFK	-3.0561085
P2RY1	3.346178988
CNPY2	-3.070547022
MYOM2	3.898275969
NSG1	3.898275969
HEATR5A	-3.343481552
CTD-2626G11.2	3.643946723
GS1-393G12.14	3.254487813
WIPF1	-3.239012314
SLC7A14	4.741777197
RP11-61I13.3	-4.452276664
EBF1	4.01506795
GDNF	4.01506795
CORO2A	3.143897508
IGHMBP2	-3.079957623
ZBTB12	3.133652098
CEP112	-7.96034004
FAM21D	-7.96034004
MBNL1-AS1	-7.96034004
SERPINA9	-7.96034004
CTCFL	7.95959148
CTD-2666L21.1	7.95959148
DMRTA2	7.95959148
FAM198A	7.95959148
FAM78A	7.95959148
HLA-DPB1	7.95959148
KCNA2	7.95959148
KNDC1	7.95959148
OLIG1	7.95959148
PER3	7.95959148
PKNOX2	7.95959148
RP11-503G7.2	7.95959148
RP11-752G15.3	7.95959148
SLC35F1	7.95959148
XAGE1D	7.95959148
WDR19	-3.502876714
CYP27B1	3.154217129
PSMD2	-3.019480411
LYPD6	-4.313820832
P2RY2	-4.313820832
KIAA1377	-4.294491071
CTD-2619J13.17	3.875233994
CXCL11	-5.062514391
SETDB2	-3.556615912
TMEM37	-3.388923694
OPN3	-3.447492513
ROGDI	3.029018712
PTGS1	3.772691442
RIMS2	3.772691442
EMILIN2	4.71082548
GALNT14	4.71082548
NBL1	-3.046722044
PCDHAC2	3.218308447
BAMBI	-3.038041119
MEF2C	-3.892201567
JAK1	-3.025306014
UEVLD	-3.252135913
RGS20	-3.288002555
PLEKHN1	-3.481988471
CPNE1	-3.094445813
KRT15	-3.437653932
MPG	-3.05321813
CAMKK1	3.056235794
KLF9	-3.053317154
PIGK	-3.114222935
SCAMP2	-3.028863884
CORO1A	3.316716853
HOOK3	-3.107219327
CSDC2	3.154328652
IGFN1	3.157922299
PCSK4	4.360932502
CTSK	-3.240268506
UBE2H	-3.001383622
MLYCD	-3.43513884
RP11-890B15.3	-3.426733318
GBE1	-3.023169134
LGALS3BP	-3.011681964
ANGPTL6	-7.917446841
RDH5	-7.917446841
RP11-138I1.4	-7.917446841
WDR66	-7.917446841
ZSCAN10	5.307892435
BIRC2	-3.02382528
TBX18	4.679195136
MARCKSL1	2.984524313
C10orf85	-3.584737503
STK10	-3.042582541
RP11-383H13.1	-4.255036795
CTC-425O23.2	3.828015715
THOC6	-3.00258376
HSP90B1	-2.973954495
RHOF	-3.036628644
MAP2K3	-3.005498644
RP11-552F3.9	3.100729888
BTD	-3.174909879
SPOCD1	-3.184397112
COX6B2	3.675015002
H1F0	2.980747585
OSBPL1A	-3.069643584
HR	3.034119652
TNFRSF19	-3.740130955
PSAP	-2.965891102
KCNT2	3.504064742
PTGES3L-AARSD1	3.539379878
C2orf42	4.333510758
GOLGA6A	3.934318502
FAM171A2	2.989093511
PDIA4	-2.962608624
SEMA5B	3.312678004
ATOH8	3.119733826
HIVEP1	-3.139863066
SMIM14	-3.210165747
KCNIP2	3.460848862
RAB39B	3.279511059
SSH3	-3.022573106
CKS1B	2.960170768
ZNF470	3.596708012
C9orf116	-4.997129799
ARMCX5	-3.256882029
SAMD12	-3.392612771
HYI	-2.990939482
NEK6	-3.023818061
LBH	-2.957511792
FAH	-3.059764423
DPYD	-3.218011242
EFNB2	-2.99570294
RASL10A	3.435541929
SSNA1	-2.983151292
FOXD4	3.24653404
EPCAM	7.907338696
GPRIN2	7.907338696
L1TD1	7.907338696
RASGEF1A	7.907338696
RP1-40E16.9	7.907338696
RP11-382B18.4	7.907338696
WI2-1959D15.1	7.907338696
AC104135.4	-7.873239191
ANXA8L2	-7.873239191
CSMD2	-7.873239191
HS6ST2	-7.873239191
LINC00968	-7.873239191
OAS1	-7.873239191
OSBPL11	-7.873239191
ZDHHC15	-7.873239191
ZNF334	3.906365428
C17orf96	2.998416787
SV2A	2.964840984
HIBADH	-3.047634414
TCAP	3.290670671
DIEXF	-3.018057564
ARHGAP1	-2.956542469
LRRC24	3.048132183
THEM4	-3.319711646
RBMXL1	-3.31181238
CERKL	3.779199574
CAPRIN2	-3.129158078
PON2	-3.01348902
KLHL11	2.996006463
CAMK2B	2.952055316
ARL4C	-2.945163134
MYL12B	-2.939635196
P2RX5	-3.102952969
CBR3	-3.057825468
AP1S1	-2.978281009
RP3-337H4.8	4.613774768
RNF180	-4.317692385
SERINC5	-4.317692385
TCEAL4	-2.975128958
RRBP1	-2.947961669
TBCEL	-3.029905595
CPT1A	-2.957225717
HLA-B	-2.922146421
VDR	-3.22915531
LEPRE1	-2.961720384
TTC1	-2.994282317
PLK5	5.227972931
VIPR1	5.227972931
RP11-890B15.2	-4.963291607
C11orf91	-4.928640643
SCN3A	-4.928640643
SLC2A12	-4.928640643
UBTD1	-2.963569157
RSU1	-2.977927116
ZNF678	4.277052284
ZBTB7C	3.877860028
TEX30	-3.320705905
TOMM34	-2.984720222
KCP	-3.117025369
PDLIM7	-2.927792738
ARHGAP19	3.207579478
ZMYM6NB	-3.441265314
EXOC3L1	3.43306068
PBX3	-2.940901968
RAB27A	-3.070299067
MEGF11	7.853122023
NETO1	7.853122023
RIPPLY2	7.853122023
SLITRK1	7.853122023
TBX5	7.853122023
FLG	-7.827633974
HEATR5B	-7.827633974
NPR3	-7.827633974
ADPRH	-7.780539934
C3orf67	-7.780539934
DENND2D	-7.780539934
ESM1	-7.780539934
FAM83B	-7.780539934
GCNT3	-7.780539934
PLA2R1	-7.780539934
RP11-440D17.3	-7.780539934
RP11-818F20.5	-7.780539934
TRIM29	-7.780539934
TRIM7	-7.780539934
ZNF521	-7.780539934
RP5-1074L1.4	3.463120171
VWA5A	-4.289200569
ZNF132	3.498932103
NOXA1	-4.172735873
CD70	3.75415778
SFRP5	3.75415778
SYNE3	3.75415778
BCAR1	-2.890051191
MAPKAP1	-2.902762475
PXDC1	-2.925150646
DRD5	5.186289225
NHSL2	5.186289225
RHBDL2	-4.893136901
TOM1L2	-2.929380195
DENND5B	-3.417045665
TCP11L2	-3.931002261
TSC22D1	-2.901404325
SNHG18	-3.27330603
ZNF620	3.38001423
PHF19	2.896163226
LOXL3	3.031319643
BSN	4.545246356
S1PR5	-4.260134712
GALNS	-2.965501691
MPZL1	-2.906732771
MYO7A	2.915891137
RUSC2	-2.876288974
B4GALT7	-2.972724319
HMGB3	2.882503697
ACVR1	-3.003701897
EGR1	-2.875343759
RP11-661A12.9	3.554909378
PITPNM3	-2.932029387
SATB1	-3.127459887
MAN1C1	3.080711021
MFSD1	-2.928489624
BTBD11	-2.977144958
ZNF320	3.160691707
PPIC	-3.034362664
AC006115.3	7.796788053
CLPSL2	7.796788053
CRHR2	7.796788053
LINC00461	7.796788053
LPIN2	7.796788053
MAGEC2	7.796788053
MYBPHL	7.796788053
NHLH2	7.796788053
NMUR1	7.796788053
TBX21	7.796788053
TMEM145	7.796788053
ZNF697	7.796788053
C3orf55	-7.731856572
LAMC2	-7.731856572
OR2T33	-7.731856572
VGLL2	-7.731856572
SWAP70	-2.899101067
TMEM59L	-2.988979063
OGFOD2	-3.038369071
HERC3	-2.951123554
AGA	-2.929778254
DDIT4	2.864977335
IDUA	-2.878813414
CD34	5.143365231
IPO9-AS1	5.143365231
ZNF501	5.143365231
ATAT1	3.008941156
RP11-6O2.4	3.533882431
TERT	3.533882431
HDAC5	2.856098237
SHISA5	-2.865561307
NPIPA5	3.055290211
GPX8	-3.033865341
KIAA0040	-4.230471205
TAX1BP1	-2.861010108
SLC44A3	3.148355153
GFOD1	2.873320436
RP11-67L2.2	-3.098896863
TMEM165	-2.899264228
SSBP3	2.869850691
PRKACB	-3.013573513
LPCAT2	-2.932395694
DHRS1	-2.911569347
ZFYVE28	-4.107774783
LHX4	2.989057326
CACNB1	3.323493299
RBM43	-3.303010282
CKM	3.466501375
MIAT	3.466501375
ZNF30	3.200934569
AP5Z1	-2.839309805
SLC2A6	-2.909835618
NFAM1	3.788800204
IRAK2	-2.89465295
FBLN2	2.94341169
PRPS2	-2.855441217
NCF2	-4.819395595
NPC2	-2.831714081
NR1H2	-2.853165657
KCNJ11	4.473299788
PDE1B	4.473299788
ADAMTS3	7.738164669
CLEC11A	7.738164669
GREM1	7.738164669
HIST1H2BO	7.738164669
HOXA-AS2	7.738164669
KIAA1549L	7.738164669
NPPC	7.738164669
OPN1MW2	7.738164669
PTH2	7.738164669
RP11-474G23.2	7.738164669
RP11-510N19.5	7.738164669
SSTR3	7.738164669
TMPRSS2	7.738164669
AC005682.5	-7.681472858
C1QTNF9B-AS1	-7.681472858
FAT4	-7.681472858
LANCL3	-7.681472858
RP11-227H15.4	-7.681472858
SLC12A7	2.875928065
RDH10	-2.827256022
ITPRIP	-2.832386635
BDKRB1	-4.062783264
ZC3H6	-4.062783264
LIMD1	-2.916313605
MIR210HG	-3.08722143
MYO5A	-2.962683926
MECR	-3.006211488
MAN2A1	-3.042616044
RTN4	-2.80284482
HDAC9	-2.883970516
POP1	-2.90083476
CCNO	-3.388838723
TCEA2	-2.869971309
FAM72A	2.92876389
ELP4	-3.328924035
NOXO1	3.327391089
SH3PXD2A	3.327391089
HIST2H4B	3.54720955
PDE4C	3.54720955
NOTCH4	3.173742074
SCXA	-3.056901595
GMDS	-3.116579556
KCNMB4	3.108585124
LINC00910	3.108585124
EIF4A3	2.803186989
TNXB	2.83617136
MROH1	-2.81909673
ZNF891	3.757848487
ZBTB48	3.004990944
QPCTL	-2.885934502
C1orf115	2.870698715
NFKB1	-2.888140996
PYGL	-2.858029541
CD164	-2.795836037
CD248	4.435934701
C15orf40	-3.057647436
GLA	-2.833431737
OVOL2	5.053484837
RP11-475N22.4	5.053484837
SCN4B	5.053484837
C11orf45	-4.781061577
PLOD3	-2.784102319
RBP1	-3.812580363
KIAA0319L	-2.859934978
CDON	2.901822739
STK17A	-2.823904405
POU5F1	3.295721536
SUSD4	-3.431482089
TGFB1	-2.790908147
IKBIP	-2.831035389
GPRC5A	-2.802706621
ADPRHL2	-2.819295728
AC068580.6	-3.112545249
RP11-427H3.3	-2.92115275
FKBP1A	-2.773376517
DGCR5	4.1254104
GFRA2	3.726218143
SLC44A4	3.726218143
AC010642.1	2.977813155
PBX4	3.100517391
C7	7.677057878
CD7	7.677057878
COL9A1	7.677057878
CTD-2020K17.3	7.677057878
FREM1	7.677057878
GABRA2	7.677057878
IRAK3	7.677057878
PNMA6C	7.677057878
RAB3C	7.677057878
RP11-465L10.10	7.677057878
RP11-492E3.2	7.677057878
SH3RF3	7.677057878
ZNF730	7.677057878
ZNF878	7.677057878
CHSY3	-7.629265704
ERBB4	-7.629265704
FGFBP1	-7.629265704
L3MBTL4	-7.629265704
MMP28	-7.629265704
PEX11G	-7.629265704
PLA2G4A	-7.629265704
MAPK8IP1	3.113956234
EPHB2	-2.778662498
CDKN1C	2.921876801
LONRF1	2.886040849
PDGFRL	-4.016343362
RP4-751H13.7	3.594028692
UROS	-2.864977106
FKBP2	-2.794830483
RILPL2	-3.346251903
TRPV2	3.314789434
TNFRSF1A	-2.776833022
RASSF4	-2.926796806
NFATC2	-3.635844178
SH3TC1	-2.98996501
TAF4	2.875956014
C18orf56	3.057279493
HECW2	-4.137635635
TMEM170B	3.035905403
ZNF488	3.117769426
CLIP1	-2.807542065
MAGEE1	-3.150925329
RP1-74M1.3	-3.276041668
CHCHD10	3.263341151
PER2	2.870374342
CYP2W1	5.006353671
PGAM4	5.006353671
ATG4C	-4.741681112
OPRL1	4.093071002
DMD	-3.107963392
CHRDL1	-2.804590858
ITPKB	-3.034646435
RGS3	-2.778942865
ZSCAN12	2.865632996
ISOC1	2.778464998
ARHGAP11B	3.065574419
AKAP5	3.20926989
ALOXE3	-3.61701888
SLC9A1	-2.810537563
ARHGAP33	2.748502508
ACP2	-2.749909772
PPARG	-3.158863878
TACC1	-2.738464796
UROD	-2.772856079
SYNGR2	-2.738078647
ZNF460	2.876743597
POU3F2	-3.191633134
AGT	3.344704816
GLI2	4.397576088
GPR61	4.397576088
RGPD1	4.397576088
C3orf52	-2.814451162
C19orf66	-2.808606492
AC018470.4	7.613247931
CCDC33	7.613247931
DLX2	7.613247931
FXYD1	7.613247931
LINC00221	7.613247931
PROKR1	7.613247931
RP11-135A24.4	7.613247931
XG	7.613247931
ALDH1A1	-7.575098155
C10orf11	-7.575098155
GBGT1	-7.575098155
HIST1H2BJ	-7.575098155
LY96	-7.575098155
PSG5	-7.575098155
RP11-54A9.1	-7.575098155
RP3-523K23.2	-7.575098155
RP5-1172A22.1	-7.575098155
ST3GAL6-AS1	-7.575098155
ZNF25	-7.575098155
ISG20	-2.895825076
SLC2A3	-2.74648399
ITFG3	-2.728022412
NFIA	-3.23506764
SERPINB6	-2.762980252
MBOAT2	-2.850538496
ATP6V1H	-2.737479926
CAPN1	-2.720395549
DHX58	-2.9109926
HSD17B8	2.914778036
B3GNT2	-2.908253684
KIAA1211	2.801458921
POGLUT1	-3.025677344
CLOCK	3.008099558
HIST2H3A	3.203340578
HIST2H3C	3.203340578
RGL1	-2.927660528
SLX1B	-2.828086015
SLC45A4	-3.089532387
PRAP1	4.957630633
VSIG10L	2.915318489
RP11-122A3.2	-3.221146885
PKIB	2.830300483
PGM1	-2.735395524
PNPLA2	-2.706920794
CLN8	-2.733399644
ANO10	-2.764490177
ZNF276	-2.774381639
HTRA1	-2.728599731
ZNF274	2.823569959
MAP2K1	-2.712591967
SOAT1	-2.783941058
FKBP11	-2.768850511
EZH1	-2.789836629
CTC-205M6.5	-3.559022656
GNAQ	-2.764439293
HBEGF	-2.740697019
UBXN2B	-3.042640782
ZHX2	-2.994035814
EPHA4	-2.953880207
STARD9	2.761894091
TAPBPL	-2.859954636
GPLD1	3.27968037
MDFIC	-2.739899246
PSMC3IP	2.70786327
KIAA1244	-2.792106576
RPS6KL1	2.846668584
MYT1	3.506765067
CLU	-2.687123333
RP11-498C9.15	2.809807118
CD99L2	-2.710240994
ZNF154	3.626940421
CGB8	-2.812432631
LAMTOR1	-2.702860602
NRIP3	-2.732549727
AP1S2	-2.736867574
TOM1L1	-2.846035503
IGFBP5	-2.999858468
GOLGA1	-3.052159516
PLD5	-3.257110605
CHI3L1	3.014626771
SLC25A35	3.014626771
DESI1	-2.756761698
RAD54B	2.994673557
MYCL	3.01003899
C19orf10	-2.678402999
GRB7	-3.335413189
CD14	3.044604368
THEM6	2.684600355
TPP2	2.691219899
AC004466.1	-3.192895806
CHD1	-2.930813456
GSTK1	-2.769064601
THAP2	-3.096640975
SLC48A1	-2.787758119
BTBD10	-2.717873715
SLC36A1	-2.856875362
DIO3	7.546484557
EPN3	7.546484557
LINC00951	7.546484557
OPN1LW	7.546484557
RP1-178F15.4	7.546484557
RP11-23J9.4	7.546484557
RP11-271M24.2	7.546484557
RYR2	7.546484557
SAP25	7.546484557
SLC15A2	7.546484557
UNCX	7.546484557
WFDC2	7.546484557
ZHX1-C8ORF76	7.546484557
ZIC4	7.546484557
ARL14	-7.518817218
FIBIN	-7.518817218
GCKR	-7.518817218
MYBPC1	-7.518817218
RP11-1149O23.2	-7.518817218
RP11-327F22.1	-7.518817218
RP11-58A12.3	-7.518817218
SPATA4	-7.518817218
SSPN	-7.518817218
TRIM74	-7.518817218
YPEL4	-7.518817218
C9orf91	2.743018859
VWA8	-3.062950953
ESPN	4.907204423
GDPD4	4.907204423
LEF1	-4.659540799
RP6-109B7.3	-4.659540799
BTG1	-2.681939313
LGALS8	-2.681215546
C12orf23	-2.711306764
MICALL2	-2.717638536
TMEM206	-2.77280758
GOLGA8A	2.728385084
LRRC23	-3.918722996
RP1-102K2.8	-3.918722996
RP11-496I9.1	-2.754513437
LMAN2	-2.670486126
10-Sep	-2.721056116
RP11-203J24.8	-2.758116183
PLEKHA2	-2.714167292
DOCK3	-3.086004491
GNPTG	-2.678117951
SHANK2	2.866635127
TTYH2	2.682039087
CTD-2561J22.5	3.592269363
OTX2-AS1	3.592269363
LINC00472	-3.318760835
KCNA4	4.317656584
ZNF615	4.317656584
PRSS33	-4.038412851
FAM69A	-2.840830203
AFF3	-3.125827598
ZFP3	2.858647334
CDKN2A	-2.844926285
DLG1	-2.697709828
VAX1	3.206689291
PLA2G4B	2.804947339
AC009005.2	3.279720187
HYOU1	-2.645118286
BRWD1	2.667081601
ARAP3	-2.89137047
TTC37	2.851057209
C1orf85	-2.689289114
BVES	-3.003948557
SFRP1	-2.693419128
ATP1B3	-2.659198182
STX6	-2.689809847
TOM1	-2.65561816
TMEM109	-2.646017658
TGIF1	-2.675837528
PRR5	2.733718404
RAB20	-3.055595008
TEF	2.666287743
PIANP	2.918278436
ZNF512	2.673502753
GBX2	-3.018645537
NR2F1	-2.680963661
FLII	-2.634388014
ZNF493	3.143919327
CNTN2	3.955936782
RP11-34A14.3	3.955936782
PLEKHG3	-2.662761998
FUCA1	-2.743821184
MSLN	-2.819567707
RP11-54O7.3	2.725679375
PRR3	2.663367485
SUSD5	-2.697621115
ELOVL1	-2.641806661
SFMBT1	2.779589636
GPR162	3.19850945
TP53INP2	2.686769848
CLIC3	4.275972878
RP11-565P22.6	4.275972878
SCG5	-3.968258146
SLC38A5	2.639391923
PCDHB11	2.983277526
SLC15A4	-2.670908162
USP25	-2.718416742
DHRS13	2.642665161
WDR11	-2.694560445
DBX1	7.476481034
FAM157B	7.476481034
GNGT1	7.476481034
HOXC12	7.476481034
HRC	7.476481034
LBX1-AS1	7.476481034
NHLRC4	7.476481034
NLRC3	7.476481034
PABPC4L	7.476481034
PABPN1L	7.476481034
PIK3R5	7.476481034
PRODH	7.476481034
RP11-307C12.11	7.476481034
SRL	7.476481034
TMOD2	7.476481034
UNC45B	7.476481034
VASH2	7.476481034
XAGE1A	7.476481034
XAGE1B	7.476481034
XAGE1C	7.476481034
XAGE1E	7.476481034
ZNF385C	7.476481034
ZNF567	7.476481034
CFHR1	-7.460251265
IL7	-7.460251265
LL22NC03-N14H11.1	-7.460251265
RP11-70L8.4	-7.460251265
ZDHHC24	-2.659144992
TOR4A	-2.62277821
AC009014.3	3.445511751
PPP1R3B	-2.764827362
CREB3L2	-2.687434451
ID1	2.614899954
CD109	-2.749841292
AKNA	2.644640674
SLC2A4RG	-2.611196232
EPHB1	-2.874719849
BEX2	-2.981851694
PRDM8	2.710614691
RP11-423P10.2	3.177482503
MST4	-2.741881821
MAP7D3	-2.798439548
ATP1B1	-2.616375021
NOTCH1	2.607419212
ZSWIM6	-2.662665814
RGPD6	-3.614450597
AC144652.1	3.337424135
CD81	-2.600544348
MAGI2-AS3	-2.696339219
LRRFIP2	-2.627341111
SLC12A9	-2.676217873
CPNE5	3.919515051
DCST2	3.919515051
PCDHA7	3.919515051
MYADM	-2.611537831
ZNF853	2.751194569
ANXA8	-3.104663412
ARPC5	-2.612221431
DSCC1	2.693090782
HSD17B7	3.211669758
ZNF175	-2.979977077
ZFP28	2.907296205
DSG2	-2.613362876
BBS1	-2.636915974
GCA	-2.901027908
PDXP	2.592386018
ROBO3	4.233048884
NDST1	-2.598907992
NCOA3	-2.736271128
C1orf213	3.413881407
NDUFA4L2	3.413881407
ARHGEF17	2.661049056
RNF183	4.854951639
RP11-166P13.4	4.854951639
IL1B	-4.57243995
TVP23C-CDRT4	-4.57243995
LDHA	-2.578488548
TMEM134	-2.713565143
PLD6	2.616910949
PCMTD1	-2.969261591
AKAP7	-3.59065776
RP11-517C16.2	-3.59065776
CYP27A1	3.308918735
RHOV	3.308918735
RP11-104H15.10	3.308918735
SMIM13	2.593654938
BIRC5	2.574022937
SDC4	-2.580182779
MAPK11	2.628698936
RBMS1	-2.766314541
PKD1	2.572120728
GPR37	-2.774394022
BROX	-2.653534791
AC092835.2	3.882149965
AVPR2	3.882149965
ARHGAP8	3.482957708
HECTD3	-2.648892112
SLC46A1	2.685272322
NECAB1	-2.989789472
ZC3HAV1	-2.586874828
KAZN	-2.737637394
ABO	7.402906749
AC003006.7	7.402906749
ADCYAP1R1	7.402906749
ATAD3C	7.402906749
CES4A	7.402906749
DLK1	7.402906749
DLX6-AS2	7.402906749
GATM	7.402906749
GPR158	7.402906749
HIST1H2AM	7.402906749
HOXC11	7.402906749
HOXC13	7.402906749
IRX6	7.402906749
LA16c-329F2.1	7.402906749
MYH14	7.402906749
NCMAP	7.402906749
OPN1MW	7.402906749
RP11-445H22.4	7.402906749
RP11-834C11.11	7.402906749
RP3-525N10.2	7.402906749
TCF24	7.402906749
TMPRSS13	7.402906749
VSTM2A	7.402906749
AC006538.4	-7.399206871
AC026703.1	-7.399206871
ATP11C	-7.399206871
CREB5	-7.399206871
